gid,variable,year,is_bad_year
1791,X5th,2003,0
1794,X5th,2003,0
1795,X5th,2003,0
1797,X5th,2003,0
1798,X5th,2003,0
1799,X5th,2003,0
1800,X5th,2003,0
1805,X5th,2003,0
1806,X5th,2003,0
1809,X5th,2003,0
1810,X5th,2003,0
1813,X5th,2003,0
1814,X5th,2003,0
1815,X5th,2003,0
2296,X5th,2003,0
2298,X5th,2003,0
2299,X5th,2003,0
2300,X5th,2003,0
2304,X5th,2003,0
2305,X5th,2003,0
2307,X5th,2003,0
2308,X5th,2003,0
2319,X5th,2003,0
2324,X5th,2003,0
2325,X5th,2003,0
2326,X5th,2003,0
2327,X5th,2003,0
2328,X5th,2003,0
2329,X5th,2003,0
2330,X5th,2003,0
2331,X5th,2003,0
2332,X5th,2003,0
2333,X5th,2003,0
2334,X5th,2003,0
2335,X5th,2003,0
2336,X5th,2003,0
2337,X5th,2003,0
2338,X5th,2003,0
2339,X5th,2003,0
2340,X5th,2003,0
2341,X5th,2003,0
2342,X5th,2003,0
2343,X5th,2003,0
2512,X5th,2003,0
2513,X5th,2003,0
2530,X5th,2003,0
2532,X5th,2003,0
2535,X5th,2003,0
2536,X5th,2003,0
2537,X5th,2003,0
2538,X5th,2003,0
2539,X5th,2003,0
2540,X5th,2003,0
2541,X5th,2003,0
2544,X5th,2003,0
2545,X5th,2003,0
2547,X5th,2003,0
2550,X5th,2003,0
2551,X5th,2003,0
2552,X5th,2003,0
2553,X5th,2003,0
2554,X5th,2003,0
2555,X5th,2003,0
2556,X5th,2003,0
2557,X5th,2003,0
2558,X5th,2003,0
2559,X5th,2003,1
2561,X5th,2003,0
2562,X5th,2003,0
2563,X5th,2003,0
2564,X5th,2003,0
2566,X5th,2003,0
2567,X5th,2003,0
2568,X5th,2003,0
2569,X5th,2003,0
2571,X5th,2003,0
2576,X5th,2003,0
2577,X5th,2003,0
2578,X5th,2003,0
2580,X5th,2003,0
2582,X5th,2003,0
2583,X5th,2003,0
2584,X5th,2003,0
2585,X5th,2003,0
2586,X5th,2003,0
2587,X5th,2003,0
2588,X5th,2003,0
2589,X5th,2003,0
2590,X5th,2003,0
2591,X5th,2003,0
2593,X5th,2003,0
2594,X5th,2003,0
2595,X5th,2003,0
2596,X5th,2003,0
2597,X5th,2003,0
2599,X5th,2003,0
2600,X5th,2003,0
2601,X5th,2003,0
2602,X5th,2003,0
2603,X5th,2003,0
2604,X5th,2003,0
2605,X5th,2003,0
2606,X5th,2003,0
2607,X5th,2003,0
2608,X5th,2003,0
2609,X5th,2003,0
2616,X5th,2003,0
2618,X5th,2003,0
2622,X5th,2003,0
2624,X5th,2003,0
2625,X5th,2003,0
2626,X5th,2003,0
2628,X5th,2003,0
2629,X5th,2003,0
2630,X5th,2003,0
2631,X5th,2003,0
2632,X5th,2003,1
2633,X5th,2003,0
2634,X5th,2003,0
2636,X5th,2003,0
2637,X5th,2003,0
2641,X5th,2003,0
2642,X5th,2003,0
2643,X5th,2003,0
2644,X5th,2003,0
2646,X5th,2003,0
2647,X5th,2003,0
2648,X5th,2003,0
2649,X5th,2003,0
2650,X5th,2003,0
2652,X5th,2003,0
2653,X5th,2003,0
2654,X5th,2003,0
2657,X5th,2003,0
2658,X5th,2003,0
2659,X5th,2003,0
2661,X5th,2003,0
2663,X5th,2003,0
2664,X5th,2003,0
2666,X5th,2003,0
2667,X5th,2003,0
2669,X5th,2003,0
2673,X5th,2003,0
2676,X5th,2003,0
2678,X5th,2003,0
2679,X5th,2003,0
2716,X5th,2003,0
2717,X5th,2003,0
2718,X5th,2003,0
2719,X5th,2003,0
2721,X5th,2003,0
2723,X5th,2003,0
2724,X5th,2003,0
2725,X5th,2003,0
2726,X5th,2003,0
2731,X5th,2003,0
2732,X5th,2003,0
2733,X5th,2003,0
2734,X5th,2003,0
2735,X5th,2003,0
2736,X5th,2003,0
2741,X5th,2003,0
2835,X5th,2003,0
2836,X5th,2003,0
2837,X5th,2003,0
2838,X5th,2003,0
2839,X5th,2003,0
2840,X5th,2003,0
2841,X5th,2003,0
2842,X5th,2003,0
2843,X5th,2003,0
3182,X5th,2003,0
3183,X5th,2003,0
3193,X5th,2003,0
3224,X5th,2003,0
3226,X5th,2003,0
3227,X5th,2003,0
3228,X5th,2003,0
3229,X5th,2003,0
3230,X5th,2003,0
3234,X5th,2003,0
3235,X5th,2003,0
3240,X5th,2003,0
3241,X5th,2003,0
3246,X5th,2003,0
3247,X5th,2003,0
3248,X5th,2003,1
3249,X5th,2003,0
3250,X5th,2003,0
3251,X5th,2003,0
3462,X5th,2003,0
3463,X5th,2003,0
3464,X5th,2003,0
3467,X5th,2003,0
3468,X5th,2003,0
3469,X5th,2003,0
3470,X5th,2003,0
3472,X5th,2003,0
3473,X5th,2003,0
3474,X5th,2003,0
3475,X5th,2003,0
3476,X5th,2003,0
3477,X5th,2003,0
3478,X5th,2003,0
3479,X5th,2003,0
1128,X6th,2003,0
1149,X6th,2003,0
1494,X6th,2003,0
1754,X6th,2003,0
1755,X6th,2003,0
1757,X6th,2003,1
1758,X6th,2003,0
1759,X6th,2003,0
1760,X6th,2003,0
1766,X6th,2003,0
1768,X6th,2003,0
1770,X6th,2003,0
1771,X6th,2003,0
1772,X6th,2003,0
1773,X6th,2003,0
1774,X6th,2003,0
1775,X6th,2003,0
1776,X6th,2003,0
1777,X6th,2003,0
1778,X6th,2003,0
1779,X6th,2003,0
1780,X6th,2003,0
1787,X6th,2003,0
1788,X6th,2003,0
1789,X6th,2003,0
1790,X6th,2003,0
1791,X6th,2003,0
1794,X6th,2003,0
1795,X6th,2003,0
1797,X6th,2003,0
1798,X6th,2003,0
1799,X6th,2003,0
1800,X6th,2003,0
1805,X6th,2003,0
1806,X6th,2003,0
1809,X6th,2003,0
1810,X6th,2003,0
1813,X6th,2003,0
1814,X6th,2003,0
1815,X6th,2003,0
2296,X6th,2003,1
2298,X6th,2003,0
2299,X6th,2003,0
2300,X6th,2003,0
2304,X6th,2003,0
2305,X6th,2003,0
2307,X6th,2003,0
2308,X6th,2003,0
2319,X6th,2003,0
2324,X6th,2003,0
2325,X6th,2003,0
2326,X6th,2003,0
2327,X6th,2003,0
2328,X6th,2003,0
2329,X6th,2003,0
2330,X6th,2003,0
2331,X6th,2003,0
2332,X6th,2003,0
2333,X6th,2003,0
2334,X6th,2003,0
2335,X6th,2003,0
2336,X6th,2003,0
2337,X6th,2003,0
2338,X6th,2003,0
2339,X6th,2003,0
2340,X6th,2003,0
2341,X6th,2003,0
2342,X6th,2003,0
2343,X6th,2003,0
2512,X6th,2003,0
2513,X6th,2003,0
2530,X6th,2003,0
2532,X6th,2003,0
2535,X6th,2003,0
2536,X6th,2003,0
2537,X6th,2003,0
2538,X6th,2003,0
2539,X6th,2003,0
2540,X6th,2003,0
2541,X6th,2003,0
2544,X6th,2003,0
2545,X6th,2003,0
2547,X6th,2003,0
2550,X6th,2003,0
2551,X6th,2003,0
2552,X6th,2003,0
2553,X6th,2003,0
2554,X6th,2003,0
2555,X6th,2003,0
2556,X6th,2003,0
2557,X6th,2003,0
2558,X6th,2003,0
2559,X6th,2003,0
2561,X6th,2003,0
2562,X6th,2003,0
2563,X6th,2003,0
2564,X6th,2003,0
2566,X6th,2003,0
2567,X6th,2003,0
2568,X6th,2003,1
2569,X6th,2003,0
2571,X6th,2003,0
2576,X6th,2003,0
2577,X6th,2003,0
2578,X6th,2003,0
2580,X6th,2003,0
2582,X6th,2003,0
2583,X6th,2003,0
2584,X6th,2003,0
2585,X6th,2003,0
2586,X6th,2003,0
2587,X6th,2003,0
2588,X6th,2003,0
2589,X6th,2003,0
2590,X6th,2003,0
2591,X6th,2003,0
2593,X6th,2003,0
2594,X6th,2003,0
2595,X6th,2003,0
2596,X6th,2003,0
2597,X6th,2003,0
2599,X6th,2003,0
2600,X6th,2003,0
2601,X6th,2003,0
2602,X6th,2003,0
2603,X6th,2003,0
2604,X6th,2003,0
2605,X6th,2003,0
2606,X6th,2003,0
2607,X6th,2003,0
2608,X6th,2003,0
2609,X6th,2003,0
2616,X6th,2003,0
2618,X6th,2003,0
2622,X6th,2003,0
2624,X6th,2003,0
2625,X6th,2003,0
2626,X6th,2003,0
2628,X6th,2003,0
2629,X6th,2003,0
2630,X6th,2003,0
2631,X6th,2003,0
2632,X6th,2003,0
2633,X6th,2003,0
2634,X6th,2003,0
2636,X6th,2003,0
2637,X6th,2003,0
2641,X6th,2003,0
2642,X6th,2003,0
2643,X6th,2003,0
2644,X6th,2003,0
2646,X6th,2003,0
2647,X6th,2003,0
2648,X6th,2003,0
2649,X6th,2003,0
2650,X6th,2003,0
2652,X6th,2003,0
2653,X6th,2003,0
2654,X6th,2003,0
2657,X6th,2003,0
2658,X6th,2003,0
2659,X6th,2003,0
2661,X6th,2003,0
2663,X6th,2003,0
2664,X6th,2003,0
2666,X6th,2003,0
2667,X6th,2003,0
2669,X6th,2003,0
2673,X6th,2003,0
2676,X6th,2003,0
2678,X6th,2003,0
2679,X6th,2003,0
2716,X6th,2003,0
2717,X6th,2003,0
2718,X6th,2003,0
2719,X6th,2003,0
2721,X6th,2003,0
2723,X6th,2003,0
2724,X6th,2003,0
2725,X6th,2003,0
2726,X6th,2003,0
2731,X6th,2003,0
2732,X6th,2003,0
2733,X6th,2003,0
2734,X6th,2003,0
2735,X6th,2003,0
2736,X6th,2003,0
2741,X6th,2003,0
2835,X6th,2003,0
2836,X6th,2003,0
2837,X6th,2003,0
2838,X6th,2003,0
2839,X6th,2003,0
2840,X6th,2003,0
2841,X6th,2003,0
2842,X6th,2003,0
2843,X6th,2003,0
3182,X6th,2003,0
3183,X6th,2003,0
3193,X6th,2003,0
3224,X6th,2003,0
3226,X6th,2003,0
3227,X6th,2003,0
3228,X6th,2003,1
3229,X6th,2003,0
3230,X6th,2003,0
3234,X6th,2003,0
3235,X6th,2003,0
3240,X6th,2003,0
3241,X6th,2003,0
3246,X6th,2003,0
3247,X6th,2003,0
3248,X6th,2003,0
3249,X6th,2003,0
3250,X6th,2003,0
3251,X6th,2003,0
3462,X6th,2003,0
3463,X6th,2003,0
3464,X6th,2003,0
3467,X6th,2003,0
3468,X6th,2003,0
3469,X6th,2003,0
3470,X6th,2003,0
3472,X6th,2003,0
3473,X6th,2003,0
3474,X6th,2003,0
3475,X6th,2003,0
3476,X6th,2003,0
3477,X6th,2003,0
3478,X6th,2003,0
3479,X6th,2003,0
1128,X7th,2003,0
1149,X7th,2003,0
1494,X7th,2003,0
1754,X7th,2003,1
1755,X7th,2003,0
1757,X7th,2003,0
1758,X7th,2003,0
1759,X7th,2003,0
1760,X7th,2003,0
1766,X7th,2003,0
1768,X7th,2003,0
1770,X7th,2003,0
1771,X7th,2003,0
1772,X7th,2003,0
1773,X7th,2003,0
1774,X7th,2003,0
1775,X7th,2003,0
1776,X7th,2003,0
1777,X7th,2003,0
1778,X7th,2003,0
1779,X7th,2003,0
1780,X7th,2003,0
1787,X7th,2003,0
1788,X7th,2003,0
1789,X7th,2003,0
1790,X7th,2003,0
1791,X7th,2003,0
1794,X7th,2003,0
1795,X7th,2003,0
1797,X7th,2003,0
1798,X7th,2003,0
1799,X7th,2003,0
1800,X7th,2003,0
1805,X7th,2003,0
1806,X7th,2003,0
1809,X7th,2003,0
1810,X7th,2003,0
1813,X7th,2003,0
1814,X7th,2003,0
1815,X7th,2003,0
2296,X7th,2003,0
2298,X7th,2003,1
2299,X7th,2003,0
2300,X7th,2003,0
2304,X7th,2003,0
2305,X7th,2003,0
2307,X7th,2003,0
2308,X7th,2003,0
2319,X7th,2003,0
2324,X7th,2003,0
2325,X7th,2003,0
2326,X7th,2003,0
2327,X7th,2003,0
2328,X7th,2003,0
2329,X7th,2003,0
2330,X7th,2003,0
2331,X7th,2003,0
2332,X7th,2003,0
2333,X7th,2003,0
2334,X7th,2003,0
2335,X7th,2003,0
2336,X7th,2003,0
2337,X7th,2003,0
2338,X7th,2003,0
2339,X7th,2003,0
2340,X7th,2003,0
2341,X7th,2003,0
2342,X7th,2003,0
2343,X7th,2003,0
2512,X7th,2003,0
2513,X7th,2003,0
2530,X7th,2003,0
2532,X7th,2003,0
2535,X7th,2003,0
2536,X7th,2003,0
2537,X7th,2003,0
2538,X7th,2003,0
2539,X7th,2003,0
2540,X7th,2003,0
2541,X7th,2003,0
2544,X7th,2003,0
2545,X7th,2003,0
2547,X7th,2003,0
2550,X7th,2003,0
2551,X7th,2003,0
2552,X7th,2003,0
2553,X7th,2003,0
2554,X7th,2003,0
2555,X7th,2003,0
2556,X7th,2003,0
2557,X7th,2003,0
2558,X7th,2003,0
2559,X7th,2003,0
2561,X7th,2003,0
2562,X7th,2003,0
2563,X7th,2003,0
2564,X7th,2003,0
2566,X7th,2003,0
2567,X7th,2003,0
2568,X7th,2003,0
2569,X7th,2003,0
2571,X7th,2003,0
2576,X7th,2003,0
2577,X7th,2003,0
2578,X7th,2003,0
2580,X7th,2003,0
2582,X7th,2003,0
2583,X7th,2003,0
2584,X7th,2003,0
2585,X7th,2003,0
2586,X7th,2003,0
2587,X7th,2003,0
2588,X7th,2003,0
2589,X7th,2003,0
2590,X7th,2003,0
2591,X7th,2003,0
2593,X7th,2003,0
2594,X7th,2003,0
2595,X7th,2003,0
2596,X7th,2003,0
2597,X7th,2003,0
2599,X7th,2003,0
2600,X7th,2003,0
2601,X7th,2003,0
2602,X7th,2003,0
2603,X7th,2003,0
2604,X7th,2003,0
2605,X7th,2003,0
2606,X7th,2003,0
2607,X7th,2003,0
2608,X7th,2003,0
2609,X7th,2003,0
2616,X7th,2003,0
2618,X7th,2003,0
2622,X7th,2003,0
2624,X7th,2003,0
2625,X7th,2003,0
2626,X7th,2003,0
2628,X7th,2003,0
2629,X7th,2003,0
2630,X7th,2003,0
2631,X7th,2003,0
2632,X7th,2003,0
2633,X7th,2003,0
2634,X7th,2003,0
2636,X7th,2003,0
2637,X7th,2003,0
2641,X7th,2003,0
2642,X7th,2003,0
2643,X7th,2003,0
2644,X7th,2003,0
2646,X7th,2003,0
2647,X7th,2003,0
2648,X7th,2003,0
2649,X7th,2003,0
2650,X7th,2003,0
2652,X7th,2003,0
2653,X7th,2003,0
2654,X7th,2003,0
2657,X7th,2003,0
2658,X7th,2003,0
2659,X7th,2003,0
2661,X7th,2003,0
2663,X7th,2003,0
2664,X7th,2003,0
2666,X7th,2003,0
2667,X7th,2003,0
2669,X7th,2003,0
2673,X7th,2003,0
2676,X7th,2003,0
2678,X7th,2003,0
2679,X7th,2003,0
2716,X7th,2003,0
2717,X7th,2003,0
2718,X7th,2003,0
2719,X7th,2003,0
2721,X7th,2003,0
2723,X7th,2003,0
2724,X7th,2003,0
2725,X7th,2003,0
2726,X7th,2003,0
2731,X7th,2003,0
2732,X7th,2003,0
2733,X7th,2003,0
2734,X7th,2003,0
2735,X7th,2003,0
2736,X7th,2003,0
2741,X7th,2003,0
2835,X7th,2003,0
2836,X7th,2003,0
2837,X7th,2003,0
2838,X7th,2003,0
2839,X7th,2003,0
2840,X7th,2003,0
2841,X7th,2003,0
2842,X7th,2003,0
2843,X7th,2003,0
3182,X7th,2003,0
3183,X7th,2003,0
3193,X7th,2003,0
3224,X7th,2003,0
3226,X7th,2003,0
3227,X7th,2003,0
3228,X7th,2003,0
3229,X7th,2003,0
3230,X7th,2003,0
3234,X7th,2003,0
3235,X7th,2003,1
3240,X7th,2003,0
3241,X7th,2003,0
3246,X7th,2003,0
3247,X7th,2003,1
3248,X7th,2003,0
3249,X7th,2003,0
3250,X7th,2003,0
3251,X7th,2003,0
3462,X7th,2003,0
3463,X7th,2003,0
3464,X7th,2003,0
3467,X7th,2003,0
3468,X7th,2003,0
3469,X7th,2003,0
3470,X7th,2003,0
3472,X7th,2003,0
3473,X7th,2003,0
3474,X7th,2003,0
3475,X7th,2003,0
3476,X7th,2003,0
3477,X7th,2003,0
3478,X7th,2003,0
3479,X7th,2003,0
1128,X8th,2003,0
1149,X8th,2003,0
1494,X8th,2003,0
1754,X8th,2003,0
1755,X8th,2003,1
1757,X8th,2003,0
1758,X8th,2003,0
1759,X8th,2003,0
1760,X8th,2003,0
1766,X8th,2003,0
1768,X8th,2003,0
1770,X8th,2003,0
1771,X8th,2003,0
1772,X8th,2003,0
1773,X8th,2003,0
1774,X8th,2003,0
1775,X8th,2003,0
1776,X8th,2003,0
1777,X8th,2003,0
1778,X8th,2003,0
1779,X8th,2003,0
1780,X8th,2003,0
1787,X8th,2003,0
1788,X8th,2003,0
1789,X8th,2003,0
1790,X8th,2003,0
1791,X8th,2003,0
1794,X8th,2003,0
1795,X8th,2003,0
1797,X8th,2003,0
1798,X8th,2003,0
1799,X8th,2003,0
1800,X8th,2003,0
1805,X8th,2003,0
1806,X8th,2003,0
1809,X8th,2003,0
1810,X8th,2003,0
1813,X8th,2003,0
1814,X8th,2003,0
1815,X8th,2003,0
2296,X8th,2003,0
2298,X8th,2003,0
2299,X8th,2003,0
2300,X8th,2003,0
2304,X8th,2003,0
2305,X8th,2003,0
2307,X8th,2003,0
2308,X8th,2003,0
2319,X8th,2003,0
2324,X8th,2003,0
2325,X8th,2003,0
2326,X8th,2003,0
2327,X8th,2003,0
2328,X8th,2003,0
2329,X8th,2003,0
2330,X8th,2003,0
2331,X8th,2003,0
2332,X8th,2003,0
2333,X8th,2003,0
2334,X8th,2003,0
2335,X8th,2003,0
2336,X8th,2003,0
2337,X8th,2003,0
2338,X8th,2003,0
2339,X8th,2003,0
2340,X8th,2003,0
2341,X8th,2003,0
2342,X8th,2003,0
2343,X8th,2003,0
2512,X8th,2003,0
2513,X8th,2003,0
2530,X8th,2003,0
2532,X8th,2003,0
2535,X8th,2003,0
2536,X8th,2003,0
2537,X8th,2003,0
2538,X8th,2003,0
2539,X8th,2003,0
2540,X8th,2003,0
2541,X8th,2003,0
2544,X8th,2003,0
2545,X8th,2003,0
2547,X8th,2003,0
2550,X8th,2003,0
2551,X8th,2003,0
2552,X8th,2003,0
2553,X8th,2003,0
2554,X8th,2003,0
2555,X8th,2003,0
2556,X8th,2003,0
2557,X8th,2003,0
2558,X8th,2003,0
2559,X8th,2003,0
2561,X8th,2003,0
2562,X8th,2003,0
2563,X8th,2003,0
2564,X8th,2003,0
2566,X8th,2003,0
2567,X8th,2003,0
2568,X8th,2003,0
2569,X8th,2003,0
2571,X8th,2003,0
2576,X8th,2003,0
2577,X8th,2003,0
2578,X8th,2003,0
2580,X8th,2003,0
2582,X8th,2003,0
2583,X8th,2003,0
2584,X8th,2003,0
2585,X8th,2003,0
2586,X8th,2003,0
2587,X8th,2003,0
2588,X8th,2003,0
2589,X8th,2003,0
2590,X8th,2003,0
2591,X8th,2003,0
2593,X8th,2003,0
2594,X8th,2003,0
2595,X8th,2003,0
2596,X8th,2003,0
2597,X8th,2003,0
2599,X8th,2003,0
2600,X8th,2003,0
2601,X8th,2003,0
2602,X8th,2003,0
2603,X8th,2003,0
2604,X8th,2003,0
2605,X8th,2003,0
2606,X8th,2003,0
2607,X8th,2003,0
2608,X8th,2003,0
2609,X8th,2003,0
2616,X8th,2003,0
2618,X8th,2003,0
2622,X8th,2003,0
2624,X8th,2003,0
2625,X8th,2003,0
2626,X8th,2003,0
2628,X8th,2003,0
2629,X8th,2003,0
2630,X8th,2003,0
2631,X8th,2003,0
2632,X8th,2003,0
2633,X8th,2003,0
2634,X8th,2003,0
2636,X8th,2003,0
2637,X8th,2003,0
2641,X8th,2003,0
2642,X8th,2003,0
2643,X8th,2003,0
2644,X8th,2003,0
2646,X8th,2003,0
2647,X8th,2003,0
2648,X8th,2003,0
2649,X8th,2003,0
2650,X8th,2003,0
2652,X8th,2003,0
2653,X8th,2003,0
2654,X8th,2003,0
2657,X8th,2003,0
2658,X8th,2003,0
2659,X8th,2003,0
2661,X8th,2003,0
2663,X8th,2003,0
2664,X8th,2003,0
2666,X8th,2003,0
2667,X8th,2003,0
2669,X8th,2003,0
2673,X8th,2003,0
2676,X8th,2003,0
2678,X8th,2003,0
2679,X8th,2003,0
2716,X8th,2003,0
2717,X8th,2003,0
2718,X8th,2003,0
2719,X8th,2003,0
2721,X8th,2003,0
2723,X8th,2003,0
2724,X8th,2003,0
2725,X8th,2003,0
2726,X8th,2003,0
2731,X8th,2003,0
2732,X8th,2003,0
2733,X8th,2003,0
2734,X8th,2003,0
2735,X8th,2003,0
2736,X8th,2003,0
2741,X8th,2003,0
2835,X8th,2003,0
2836,X8th,2003,0
2837,X8th,2003,0
2838,X8th,2003,0
2839,X8th,2003,0
2840,X8th,2003,0
2841,X8th,2003,0
2842,X8th,2003,0
2843,X8th,2003,0
3182,X8th,2003,0
3183,X8th,2003,0
3193,X8th,2003,0
3224,X8th,2003,0
3226,X8th,2003,0
3227,X8th,2003,0
3228,X8th,2003,0
3229,X8th,2003,0
3230,X8th,2003,0
3234,X8th,2003,0
3235,X8th,2003,0
3240,X8th,2003,0
3241,X8th,2003,0
3246,X8th,2003,0
3247,X8th,2003,0
3248,X8th,2003,0
3249,X8th,2003,0
3250,X8th,2003,0
3251,X8th,2003,0
3462,X8th,2003,0
3463,X8th,2003,0
3464,X8th,2003,0
3467,X8th,2003,0
3468,X8th,2003,0
3469,X8th,2003,0
3470,X8th,2003,0
3472,X8th,2003,0
3473,X8th,2003,0
3474,X8th,2003,0
3475,X8th,2003,0
3476,X8th,2003,0
3477,X8th,2003,0
3478,X8th,2003,0
3479,X8th,2003,0
1128,X9th,2003,0
1149,X9th,2003,0
1494,X9th,2003,0
1754,X9th,2003,0
1755,X9th,2003,0
1757,X9th,2003,0
1758,X9th,2003,0
1759,X9th,2003,0
1760,X9th,2003,0
1766,X9th,2003,0
1768,X9th,2003,0
1770,X9th,2003,0
1771,X9th,2003,0
1772,X9th,2003,0
1773,X9th,2003,0
1774,X9th,2003,0
1775,X9th,2003,0
1776,X9th,2003,0
1777,X9th,2003,0
1778,X9th,2003,0
1779,X9th,2003,0
1780,X9th,2003,0
1787,X9th,2003,0
1788,X9th,2003,0
1789,X9th,2003,0
1790,X9th,2003,0
1791,X9th,2003,0
1794,X9th,2003,0
1795,X9th,2003,0
1797,X9th,2003,0
1798,X9th,2003,0
1799,X9th,2003,0
1800,X9th,2003,0
1805,X9th,2003,0
1806,X9th,2003,0
1809,X9th,2003,0
1810,X9th,2003,0
1813,X9th,2003,0
1814,X9th,2003,0
1815,X9th,2003,0
2296,X9th,2003,0
2298,X9th,2003,0
2299,X9th,2003,0
2300,X9th,2003,0
2304,X9th,2003,0
2305,X9th,2003,0
2307,X9th,2003,0
2308,X9th,2003,0
2319,X9th,2003,0
2324,X9th,2003,0
2325,X9th,2003,0
2326,X9th,2003,0
2327,X9th,2003,0
2328,X9th,2003,0
2329,X9th,2003,0
2330,X9th,2003,0
2331,X9th,2003,0
2332,X9th,2003,0
2333,X9th,2003,0
2334,X9th,2003,0
2335,X9th,2003,0
2336,X9th,2003,0
2337,X9th,2003,0
2338,X9th,2003,0
2339,X9th,2003,0
2340,X9th,2003,0
2341,X9th,2003,0
2342,X9th,2003,0
2343,X9th,2003,0
2512,X9th,2003,0
2513,X9th,2003,0
2530,X9th,2003,0
2532,X9th,2003,0
2535,X9th,2003,0
2536,X9th,2003,0
2537,X9th,2003,0
2538,X9th,2003,0
2539,X9th,2003,0
2540,X9th,2003,0
2541,X9th,2003,0
2544,X9th,2003,0
2545,X9th,2003,0
2547,X9th,2003,0
2550,X9th,2003,0
2551,X9th,2003,0
2552,X9th,2003,0
2553,X9th,2003,0
2554,X9th,2003,0
2555,X9th,2003,0
2556,X9th,2003,0
2557,X9th,2003,0
2558,X9th,2003,0
2559,X9th,2003,0
2561,X9th,2003,0
2562,X9th,2003,0
2563,X9th,2003,0
2564,X9th,2003,0
2566,X9th,2003,0
2567,X9th,2003,0
2568,X9th,2003,0
2569,X9th,2003,0
2571,X9th,2003,0
2576,X9th,2003,0
2577,X9th,2003,0
2578,X9th,2003,0
2580,X9th,2003,0
2582,X9th,2003,0
2583,X9th,2003,0
2584,X9th,2003,0
2585,X9th,2003,0
2586,X9th,2003,0
2587,X9th,2003,0
2588,X9th,2003,0
2589,X9th,2003,0
2590,X9th,2003,0
2591,X9th,2003,0
2593,X9th,2003,0
2594,X9th,2003,0
2595,X9th,2003,0
2596,X9th,2003,0
2597,X9th,2003,0
2599,X9th,2003,0
2600,X9th,2003,0
2601,X9th,2003,0
2602,X9th,2003,0
2603,X9th,2003,0
2604,X9th,2003,0
2605,X9th,2003,0
2606,X9th,2003,0
2607,X9th,2003,0
2608,X9th,2003,0
2609,X9th,2003,0
2616,X9th,2003,0
2618,X9th,2003,0
2622,X9th,2003,0
2624,X9th,2003,0
2625,X9th,2003,0
2626,X9th,2003,0
2628,X9th,2003,0
2629,X9th,2003,0
2630,X9th,2003,0
2631,X9th,2003,0
2632,X9th,2003,0
2633,X9th,2003,0
2634,X9th,2003,0
2636,X9th,2003,0
2637,X9th,2003,0
2641,X9th,2003,0
2642,X9th,2003,0
2643,X9th,2003,0
2644,X9th,2003,0
2646,X9th,2003,0
2647,X9th,2003,0
2648,X9th,2003,0
2649,X9th,2003,0
2650,X9th,2003,0
2652,X9th,2003,0
2653,X9th,2003,0
2654,X9th,2003,0
2657,X9th,2003,0
2658,X9th,2003,0
2659,X9th,2003,0
2661,X9th,2003,0
2663,X9th,2003,0
2664,X9th,2003,0
2666,X9th,2003,0
2667,X9th,2003,0
2669,X9th,2003,0
2673,X9th,2003,0
2676,X9th,2003,0
2678,X9th,2003,0
2679,X9th,2003,0
2716,X9th,2003,0
2717,X9th,2003,0
2718,X9th,2003,0
2719,X9th,2003,0
2721,X9th,2003,0
2723,X9th,2003,0
2724,X9th,2003,0
2725,X9th,2003,0
2726,X9th,2003,0
2731,X9th,2003,0
2732,X9th,2003,0
2733,X9th,2003,0
2734,X9th,2003,0
2735,X9th,2003,0
2736,X9th,2003,0
2741,X9th,2003,0
2835,X9th,2003,0
2836,X9th,2003,0
2837,X9th,2003,0
2838,X9th,2003,0
2839,X9th,2003,0
2840,X9th,2003,0
2841,X9th,2003,0
2842,X9th,2003,0
2843,X9th,2003,0
3182,X9th,2003,0
3183,X9th,2003,0
3193,X9th,2003,0
3224,X9th,2003,0
3226,X9th,2003,0
3227,X9th,2003,0
3228,X9th,2003,0
3229,X9th,2003,0
3230,X9th,2003,0
3234,X9th,2003,0
3235,X9th,2003,0
3240,X9th,2003,0
3241,X9th,2003,0
3246,X9th,2003,0
3247,X9th,2003,0
3248,X9th,2003,0
3249,X9th,2003,0
3250,X9th,2003,0
3251,X9th,2003,0
3462,X9th,2003,0
3463,X9th,2003,0
3464,X9th,2003,0
3467,X9th,2003,0
3468,X9th,2003,0
3469,X9th,2003,0
3470,X9th,2003,0
3472,X9th,2003,0
3473,X9th,2003,0
3474,X9th,2003,0
3475,X9th,2003,0
3476,X9th,2003,0
3477,X9th,2003,0
3478,X9th,2003,0
3479,X9th,2003,0
1128,X10th,2003,0
1149,X10th,2003,0
1494,X10th,2003,0
1754,X10th,2003,0
1755,X10th,2003,0
1757,X10th,2003,0
1758,X10th,2003,0
1759,X10th,2003,0
1760,X10th,2003,0
1766,X10th,2003,0
1768,X10th,2003,0
1770,X10th,2003,0
1771,X10th,2003,0
1772,X10th,2003,0
1773,X10th,2003,0
1774,X10th,2003,0
1775,X10th,2003,0
1776,X10th,2003,0
1777,X10th,2003,0
1778,X10th,2003,0
1779,X10th,2003,0
1780,X10th,2003,0
1787,X10th,2003,0
1788,X10th,2003,0
1789,X10th,2003,0
1790,X10th,2003,0
1791,X10th,2003,0
1794,X10th,2003,0
1795,X10th,2003,0
1797,X10th,2003,0
1798,X10th,2003,0
1799,X10th,2003,0
1800,X10th,2003,0
1805,X10th,2003,0
1806,X10th,2003,0
1809,X10th,2003,0
